eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
1522.0,,Colombia,Unknown,Bogota,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Popular Liberation Army (EPL),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,COLOMBIA.  A bomb exploded at the U.S. pavilion of the International Trade Fair in Bogota.  The Pedro Leon Arboleda commando of the EPL (Popular Liberation Army) claimed responsibility.  This was one of several bombings which occurred at the Trade Fair and the group referred to the attacks as part of Operation Tigre de Papel (Paper Tiger).
1523.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"ITALY.  A bomb exploded outside the Rome office of a subsidiary of Hoffman-La Roche, a Swiss chemical firm, causing considerable damage but no injuries.  Hoffman owns the chemical factory at Seveso from which a highly toxic chemical had escaped after an explosion in early July, injuring a number of people."
1524.0,,Israel,Unknown,Jerusalem,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,2,ISRAEL.  Two French tourists were injured when a booby-trapped package lying on the sidewalk exploded on a Jerusalem sidewalk.
1525.0,,Lebanon,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,LEBANON.  The Greek vessel Tina was sunk by three limpet mines.  The attackers were believed to be members of a right wing Lebanese Christian Group.  The vessel was partly loaded with cargo believed to be arms destined for the Al Fatah organization.
1526.0,,Ethiopia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ETHIOPIA.  Tom Davis, a British agricultural expert, was kidnapped but freed eight weeks later."
1527.0,,Colombia,Unknown,Bogota,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,5,"COLOMBIA.  A bomb exploded at the Summer Linguistics Institute in Bogota, injuring five U.S. citizens who had just arrived from Peru."
1528.0,,El Salvador,Unknown,San Salvador,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,1,EL SALVADOR.  Unidentified gunmen attacked the residence of the Nicaraguan ambassador.  One policeman was killed and another wounded in the attack. The motive for the attack is unknown.
1529.0,,El Salvador,Unknown,San Salvador,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,EL SALVADOR.  Unidentified gunmen attacked the residence of the Spanish ambassador in San Salvador.  The motive for the attack is unknown.
1530.0,,Ethiopia,Unknown,Moyale,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,5,20,"ETHIOPIA.  Heavily armed members of the Somali Liberation Front stormed a tourist hotel at Moyale near the Ethiopian-Kenyan border, killing five persons, including a French tourist and injuring twenty persons, including two French schoolteachers touring the area.  The group ransacked the hotel, fired machine guns, and threw grenades.  They kidnapped Alain Galaup, a French teacher, but released him on August 17."
1531.0,,Ethiopia,Unknown,Moyale,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,5,20,"ETHIOPIA.  Heavily armed members of the Somali Liberation Front stormed a tourist hotel at Moyale near the Ethiopian-Kenyan border, killing five persons, including a French tourist and injuring twenty persons, including two French schoolteachers touring the area.  The group ransacked the hotel, fired machine guns, and threw grenades.  They kidnapped Alain Galaup, a French teacher, but released him on August 17."
1532.0,,Egypt,Unknown,Cairo,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,1,"EGYPT.  Mohammed Ali Haitham, a former premier of South Yemen, was slightly wounded and his driver was killed in an assassination attempt in Cairo."
1533.0,,Egypt,Unknown,Cairo,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,14,"EGYPT.  Two time bombs exploded in the afternoon on the fifth floor of a crowded government office complex in Cairo, wounding fourteen persons. The first explosion took place about noon, and the second went off ninety minutes later, injuring several policemen investigating the first blast. An Egyptian student who was arrested confessed that he had received $750 from Libyan authorities as an advance payment and was promised $2,500 more after planting the bombs in Tahrir Square."
1534.0,,Egypt,Unknown,Cairo,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,3,"EGYPT.  Two time bombs exploded in the afternoon on the fifth floor of a crowded government office complex in Cairo, wounding fourteen persons. The first explosion took place about noon, and the second went off ninety minutes later, injuring several policemen investigating the first blast. An Egyptian student who was arrested confessed that he had received $750 from Libyan authorities as an advance payment and was promised $2,500 more after planting the bombs in Tahrir Square."
1535.0,,Lebanon,Unknown,Tyre,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"LEBANON.  An explosion in Tyre sank the Athena, a Greek Cypriot cargo ship.  No one was on board at the time."
1536.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,2,0,ARGENTINA.  CORU claimed credit for kidnapping and murdering two officials with the Cuban Embassy in Buenos Aires.  CORU was suspected of having the assistance of the Chilean DINA on this operation.
1537.0,,Turkey,Unknown,Istanbul,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Popular Front for the Liberation of Palestine (PFL,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,4,20,"TURKEY.  Two members of the Dr. George Habash Organization (PFLP) threw a hand grenade and sprayed submachine gun fire at a line of passengers waiting to board an Israeli El Al jetliner at Istanbul's Yesilkoy airport. Four persons were killed in the explosion and 20 persons were injured. After the hand grenades and submachine guns were fired at the passengers, there was a scattering of people and the terrorists took a Turkish policewoman hostage.  After an hour-long standoff, the terrorists surrendered.  The two guerrillas were sentenced to life imprisonment by a Turkish criminal court.  The attack was regarded as revenge for the Israeli rescue raid on Uganda's Entebbe airport on July 3, 1976."
1538.0,,United States,Unknown,"Washington, D.C.",,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"UNITED STATES.  An automobile with diplomatic plates belonging to an official of the Indian embassy in Washington, D.C. was totally destroyed by fire.  His home was set on fire in a separate incident a few days later."
1539.0,,Egypt,Unknown,Alexandria,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,8,59,"EGYPT.  A time bomb exploded in an Alexandria train killing eight passengers and wounding 59.  There were four perpetrators of the incident. It had been stated that the perpetrators were all Libyan intelligence agents, recruited by the Libyan intelligence service to carry out sabotage."
1540.0,,El Salvador,Unknown,San Salvador,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,EL SALVADOR.  A policeman guarding the Nicaraguan ambassador's residence was shot to death.  The attackers were believed to have been guerrilla commandos.
1541.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  Seventeen automobiles with Allied Forces in Italy license plates were firebombed on Sardinia.  The automobiles belonged to U.S.  Navy personnel.  An incendiary device hurled at the Naval Support Activity Headquarters building on La Maddalena Base caused minor fire damage on August 15.  There were no injuries in any of the incidents.  Speculation was that Sardinian separatists were responsible.  The incidents might be related to the International Anti-Militarist March which was in progress.
1542.0,,United States,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"UNITED STATES.  A fire was extinguished at the home of an Indian embassy employee in Montgomery County, Maryland, who had been victimized three days earlier.  Although four people were in the home, no one was injured."
1543.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ITALY.  An aluminum tube filled with gunpower exploded at the South African embassy in Rome causing considerable property damage.  A leaflet left in a telephone booth identified the attackers as members of Proletarian Internationalism.
1544.0,,Panama,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PANAMA.  A bomb caused considerable damage to Cubana's check-in desk at Belisario Porras International Airport.  Fifteen minutes later a second bomb exploded at the downtown office of Cubana.  The Anti-Castro Command claimed responsibility for the two blasts.  There were no injuries.
1545.0,,Panama,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PANAMA.  A bomb caused considerable damage to Cubana's check-in desk at Belisario Porras International Airport.  Fifteen minutes later a second bomb exploded at the downtown office of Cubana.  The Anti-Castro Command claimed responsibility for the two blasts.  There were no injuries.
1546.0,,Argentina,Unknown,Cordoba,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,ARGENTINA.  Leftist guerrillas assassinated the deputy manager of Fiat's Materfer subsidiary.  He was shot several times by armed men as he left his Cordoba home.
1547.0,,Egypt,Unknown,Cairo,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"EGYPT.  Three hijackers commandeered an Egyptian Boeing 737 after taking off from Cairo on a flight to Luxor.  Once the plane had landed at Luxor, they asked for the release of three Libyans imprisoned for the attempted assassination of a former member of the Libyan Revolutionary Command Council, who fled Libya in August 1975.  The second demand was for the release of two men, one a Yemeni and the other a Palestinian, who were arrested for the attempted assassination of former South Yemen Premier Mohammed Ali Haitham.  Following an agreement with the group, it was possible to secure the release of some of the 95 passengers.  Later, a force of Egyptian commandos posing as mechanics managed to storm the plane and free the remaining passengers at Luxor.  None of the passengers or crew was injured.  All three hijackers were injured.  After their arrest, the saboteurs confessed that they were financed by Libyan leader Muammar Qaddafi for the purpose of diverting the Egyptian plane to Tripoli, Libya, in return for $148,000.  The Libyan government denied the accusation.  The three hijackers were sentenced by a military tribunal in Cairo to life imprisonment at hard labor.  They were acquitted on charges of collusion with Libya in the incident."
1548.0,,Austria,Unknown,Vienna,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,AUSTRIA.  A homemade firebomb was removed from a staff car parked in front of the U.S. embassy in Vienna.
1549.0,,Costa Rica,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,7,"COSTA RICA.  Bombs exploded at the Iberian office and at the Nanaco Company office, injuring seven persons and causing heavy property damage. The attacks were believed a part of a terrorist wave allegedly in protest against various companies' ties with the Cuban government."
1550.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,"ARGENTINA.  Three people were injured in separate incidents when bombs hidden in flowers and other gift packages exploded in Buenos Aires.  One of the victims was associated with the Renault automobile company, another with IBM, and a third with a Ford subsidiary.  The Montoneros later claimed responsibility for sending the bombs."
1551.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,"ARGENTINA.  Three people were injured in separate incidents when bombs hidden in flowers and other gift packages exploded in Buenos Aires.  One of the victims was associated with the Renault automobile company, another with IBM, and a third with a Ford subsidiary.  The Montoneros later claimed responsibility for sending the bombs."
1552.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,"ARGENTINA.  Three people were injured in separate incidents when bombs hidden in flowers and other gift packages exploded in Buenos Aires.  One of the victims was associated with the Renault automobile company, another with IBM, and a third with a Ford subsidiary.  The Montoneros later claimed responsibility for sending the bombs."
1553.0,,France,Unknown,Nice,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,7,FRANCE.  A Yugoslav political refugee was killed and seven bystanders injured in Nice when a bomb exploded in the refugee's automobile.  The bombing was believed to have been politically motivated.  The dead man had been active in the local Croatian nationalist political movement.  No one claimed responsibility for the bombings.
1554.0,,Iran,Unknown,Tehran,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mujahideen-I-Khalq (MK),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,3,0,"IRAN.  Three U.S. employees of Rockwell International were assassinated at 7am as they were being driven to work at an Iranian air force installation in Tehran.  The People's Strugglers (Mujahiddin e Khalq) used a Volkswagen to cut off the trio's Dodge from the front, while a second car cut them off from behind.  Four gunmen jumped out, ordered the chauffeur to lie down, and blasted the car with Polish M-63 machine pistols and a Browning 9-mm pistol.  The group then fled on foot and in the rear car. Reports claimed that the briefcase of one of the dead men was also stolen. The three had been working on project IBEX, a $1 billion electronic surveillance project for the Iranian military."
1555.0,,Guatemala,Unknown,Guatemala City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,GUATEMALA.  A bomb exploded at the Mexican consulate in Guatemala City.  A receptionist was slightly injured and there was some property damage.  The Cuban CORU claimed responsibility.
1556.0,,Trinidad-Tobago,Unknown,Port of Spain,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,3,"TRINIDAD.  A bomb exploded in front of the Guyanese consulate general in Port of Spain, injuring three people and causing extensive damage.  CORU claimed it placed the bomb to retaliate against Guyana for allowing Cuban troops and aircraft to stop in Guyana en route to Angola."
1557.0,,France,Unknown,Nice,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Popular Front for the Liberation of Palestine (PFL,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"FRANCE.  Three Palestinian hijackers seized a KLM Royal Dutch jetliner with 80 people aboard in Nice, commandeering it to Tunisia and on to Cyprus.  The hijackers took the airliner on a flight toward Israel and demanded the release of eight Palestinians held in Israeli jails. [Israeli radio reported that the hijackers requested the release of Kozo Okamoto, a Japanese who took part in a 1972 guerrilla attack on Tel Aviv airport; and Greek Catholic Archbishop Hilarion Capucci, convicted for smuggling arms.] The plane was flown from Nice to Tunis to Cyprus and toward Israel and then back to Cyprus to the Larnarca Airport where the hijackers released their hostages in exchange for a safe conduct promise from Greek Cypriot authorities.  Although the hijackers were guaranteed safe conduct to another country, they became stranded in Athens, Greece, shunned by all the world's airlines.  The hijackers indicated that they had operated under orders from a Libyan-based unit of the Popular Front."
1558.0,,Colombia,Unknown,Medellin,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"COLOMBIA.  Molotov cocktails were thrown at the Argentine consulate in Medellin, causing property damage but no personal injuries.  No one claimed credit for the bombing.  However, it was speculated that the attack might have been related to Chilean solidarity week and may have been perpetrated by Argentine leftists."
1559.0,,Austria,Unknown,Vienna,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,AUSTRIA.  Fire in a Vienna office building caused minor damage to the entrance of the Chilean embassy.  Police believed the arsonists were radical youths marking the anniversary of the overthrow of Allende.
1560.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,ARGENTINA.  An Argentine executive of the Chrysler factory in Buenos Aires was assassinated in front of his home.  The Montoneros claimed responsibility.  This assassination followed the firing of 121 workers accused by Chrysler and Ford of promoting work stoppages and slowdowns.
1561.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ITALY.  The six-year-old daughter of the Panamanian ambassador to Italy was kidnapped in Rome.  She was found by police five hours after the kidnapping.  No motive was known for the kidnapping.  Three women, a Panamanian, an Ecuadorian, and a Guatemalan, were questioned."
1562.0,,United States,Unknown,New York City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Croatian Freedom Fighters,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"UNITED STATES.  Five self-styled fighters for free Croatia hijacked a TWA jetliner with 87 persons abroad.  The New York to Chicago plane was diverted to Montreal, then on to Gander, Newfoundland, where 34 of the passengers were released, then on to Paris.  Their communiques were found along with a bomb in a New York train station locker.  The bomb later exploded when police tried to defuse it, killing one officer and wounding three others.  After the September 11 bomb explosion, the hijackers warned that another bomb would explode somewhere in the United States unless an English-language newspaper in Paris and four major American newspapers printed a manifesto demanding Croatian independence from Yugoslavia.  The 30-hour episode ended in Paris when the Croatian nationalists released the remaining 53 hostages unharmed and surrendered to French authorities.  The hijackers were returned to New York by French military transport to face air piracy and murder charges.  A press release in July 1977 disclosed that Croatian nationalist Zvonko Busic (the leader of the hijacking), and his wife Julienne were sentenced to life in prison in federal court in New York City.  Other accomplices were sentenced later."
1563.0,,India,Unknown,New Delhi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"INDIA.  An Indian Airlines B0737 flying from New Delhi to Bombay with eighty four passengers and seven crew members was hijacked by six armed men who claimed to be Libyans wanting to fly to the Moslem holy city of Mecca, Saudi Arabia to take part in the Haj pilgrimage.  The plane landed in Pakistan and most of the passengers were allowed to leave.  After nine hours on the ground the hijackers said that they would keep the remaining passengers until the next day when they would issue further demands.  The police managed to drug the water that was brought on board the plane, however, and as the hijackers slept, the rest of the hostages were released.  On January 6, 1977, Pakistan released the six hijackers, citing lack of evidence to bring them to trial."
1564.0,,United States,Unknown,New York City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Croatian Freedom Fighters,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,3,"UNITED STATES.  Five self-styled fighters for free Croatia hijacked a TWA jetliner with 87 persons abroad.  The New York to Chicago plane was diverted to Montreal, then on to Gander, Newfoundland, where 34 of the passengers were released, then on to Paris.  Their communiques were found along with a bomb in a New York train station locker.  The bomb later exploded when police tried to defuse it, killing one officer and wounding three others.  After the September 11 bomb explosion, the hijackers warned that another bomb would explode somewhere in the United States unless an English-language newspaper in Paris and four major American newspapers printed a manifesto demanding Croatian independence from Yugoslavia.  The 30-hour episode ended in Paris when the Croatian nationalists released the remaining 53 hostages unharmed and surrendered to French authorities.  The hijackers were returned to New York by French military transport to face air piracy and murder charges.  A press release in July 1977 disclosed that Croatian nationalist Zvonko Busic (the leader of the hijacking), and his wife Julienne were sentenced to life in prison in federal court in New York City.  Other accomplices were sentenced later."
1565.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Che Guevara Brigade,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ITALY.  Bombs exploded outside the offices of the U.S.  Information Service in Rome.  The Che Guevara Internationalist Brigade claimed credit.
1566.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Che Guevara Brigade,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ITALY.  Bombs exploded outside the offices of the Chilean ambassador to the Vatican.  The Che Guevara Internationalist Brigade claimed credit.
1567.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Che Guevara Brigade,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ITALY.  A bomb exploded at the office of the Brazilian Airlines Varig in Rome.  Che Guevara Internationalist Brigade claimed credit.
1568.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  Molotov cocktails were thrown at the office of Honeywell International in Rome.  Speculation was that the bombings were to mark the third anniversary of the military coup in Chile that resulted in the death of Salvador Allende.
1569.0,,Italy,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  Molotov cocktails were thrown at the automobile of a U.S.  Navy enlisted man.
1570.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  Molotov cocktails were thrown at the residence of the Saudi Arabian ambassador.
1571.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,ITALY.  Molotov cocktails were thrown at the office of an Israel-connected travel agency in Rome.
1572.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,ARGENTINA.  Guerrillas fired submachine guns and hand grenades against the house of an Argentine executive of the Ford Motor Company in Buenos Aires. The Montoneros claimed responsibility.
1573.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,ARGENTINA.  The daughter of a Mennonite missionary from the United States was abducted from her home in Buenos Aires by five armed men.  Patricia Erb had apparently been involved in leftist politics at the National University.
1574.0,,United States,Unknown,Port Elizabeth,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  A Soviet cargo ship docked at Port Elizabeth, New Jersey, was damaged by a bomb apparently planted by an anti-Castro refugee group. The explosion caused no injuries.  A man claiming to represent a Cuban anti-Communist group, Omega 7, claimed credit for the attack.  He said a frogman had attached the explosive to the bottom of the ship.  The vessel had notified the Coast Guard a half hour earlier of a swimmer in the area."
1575.0,,Argentina,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,"ARGENTINA.  The Montoneros were suspected in the street corner assassination of John G.  Little, Argentine executive of Schering Pharmaceutical Company, a subsidiary of a German owned business."
1576.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"ARGENTINA.  Fire broke out in the U.S.  Chancery building in Buenos Aires. Damage was estimated at over $10,000.  Inspecting officials believe the fire was intentionally set.  There were no injuries reported."
1577.0,,United States,Unknown,San Francisco,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  A powerful bomb exploded at the residence of the South African consul general in San Francisco, causing property damage but no injuries.  The Lucio Cabanas Unit of the NWLF claimed responsibility for setting the bomb.  They issued a communique condemning the racist policies of South Africa."
1578.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,ARGENTINA.  Several Montoneros in a truck fired on the Chrysler administrative office outside Buenos Aires.
1579.0,,United States,Unknown,"Washington, D.C.",,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,2,1,"UNITED STATES.  Orlando Letelier, former foreign minister in the Chilean government under President Salvador Allende, was killed when a bomb exploded in his car along Embassy Row in Washington, D.C.  A woman assistant to Mr.  Letelier was also killed.  A third person was injured. Nine persons were implicated in the crime--three counterrevolutionaries of Cuban origin were tried in Washington, D.C. in March 1979, convicted and sentenced to life sentences.  The men were described as hit men carrying out a revenge murder for Chile's secret police.  The United States tried to extradite three former Chilean secret police officials on murder charges but was refused.  Two of the defendants in the trial, Guillermo Novo Sampol and Alvin Ross Diaz, had their murder convictions overturned, and in May 1981, both were acquitted in the charge of assassinating Letelier; however, Novo was convicted of lying to a grand jury, and in June 1981, he was sentenced to 4-1/2 years in prison; with the three years he had already served, he must serve an additional 18 months before being eligible for parole.  A court martial in Santiago, Chile, on September 18, 1981, dismissed the charges against the three former Chilean intelligence officers."
1580.0,,Italy,Unknown,Rome,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ITALY.  A bomb damaged the Rome regional office of Westinghouse.
